Location,Latitude,Longitude,Date_Reported,Date_Occurred,Time_Occurred,Area_ID,Area_Name,Reporting_District_no,Part 1-2,Victim_Age,Victim_Sex,Victim_Descent,Premise_Description,Weapon_Used_Code,Status,Status_Description,Crime_Category
10200 AVALON BL,33.947,-118.2684,6/20/2020 0:00,6/20/2020 0:00,1120,18,Southeast,1823,1,30,F,H,MARKET,400,IC,Invest Cont,Property Crimes
500 S MAIN ST,34.0467,-118.2485,6/20/2020 0:00,6/20/2020 0:00,1020,1,Central,154,1,57,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",304,IC,Invest Cont,Crimes against Public Order
500 N FIGUEROA ST,34.0615,-118.247,6/20/2020 0:00,6/20/2020 0:00,310,1,Central,111,1,0,X,X,OTHER BUSINESS,221,IC,Invest Cont,Property Crimes
13000 DRONFIELD AV,34.3066,-118.4356,6/20/2020 0:00,6/20/2020 0:00,300,19,Mission,1918,2,51,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Violent Crimes
WESTERN,34.1022,-118.3093,6/20/2020 0:00,6/20/2020 0:00,1400,6,Hollywood,639,2,57,M,W,OTHER BUSINESS,400,AO,Adult Other,Violent Crimes
3500 W 3RD ST,34.0691,-118.2924,6/20/2020 0:00,6/20/2020 0:00,1350,20,Olympic,2026,2,47,M,H,PARKING LOT,400,AO,Adult Other,Violent Crimes
14300 VANOWEN ST,34.1939,-118.4444,6/20/2020 0:00,6/20/2020 0:00,30,9,Van Nuys,926,1,33,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AA,Adult Arrest,Violent Crimes
1ST ST,34.0527,-118.2398,6/20/2020 0:00,6/20/2020 0:00,1200,1,Central,127,1,39,M,W,SIDEWALK,312,AA,Adult Arrest,Violent Crimes
800 W 65TH ST,33.9801,-118.2871,6/21/2020 0:00,6/13/2020 0:00,1400,12,77th Street,1248,1,30,F,B,STREET,102,AO,Adult Other,Violent Crimes
13700 VAN NUYS BL,34.2594,-118.4313,6/21/2020 0:00,6/18/2020 0:00,2300,16,Foothill,1641,1,21,M,H,RESTAURANT/FAST FOOD,500,IC,Invest Cont,Property Crimes
900 S ALVARADO ST,34.0534,-118.2788,6/21/2020 0:00,6/19/2020 0:00,2130,2,Rampart,275,1,72,F,B,GAS STATION,400,IC,Invest Cont,Property Crimes
13100 ORTLEY PL,34.1887,-118.4198,6/21/2020 0:00,6/20/2020 0:00,2100,9,Van Nuys,929,2,34,F,O,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Violent Crimes
100 E 97TH ST,33.9483,-118.2739,6/21/2020 0:00,6/20/2020 0:00,1600,18,Southeast,1822,1,41,M,H,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Property Crimes
7800 SIMPSON AV,34.2121,-118.3889,6/21/2020 0:00,6/20/2020 0:00,1625,16,Foothill,1684,2,30,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Property Crimes
500 STANFORD AV,34.0426,-118.2412,6/21/2020 0:00,6/20/2020 0:00,1240,1,Central,158,2,33,M,B,SIDEWALK,400,IC,Invest Cont,Violent Crimes
WILSHIRE,34.058,-118.2759,6/21/2020 0:00,6/20/2020 0:00,2200,2,Rampart,246,1,60,M,B,SIDEWALK,207,IC,Invest Cont,Property Crimes
500 S SAN PEDRO ST,0,0,6/21/2020 0:00,6/21/2020 0:00,400,1,Central,157,2,58,M,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,IC,Invest Cont,Violent Crimes
LINDLEY,34.2077,-118.4912,6/21/2020 0:00,6/21/2020 0:00,25,10,West Valley,1008,1,36,M,H,SIDEWALK,304,IC,Invest Cont,Violent Crimes
12100 CHANDLER BL,34.1684,-118.3982,6/21/2020 0:00,6/21/2020 0:00,1430,15,N Hollywood,1543,1,45,M,O,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",212,AO,Adult Other,Violent Crimes
7TH,34.0554,-118.2745,6/21/2020 0:00,6/21/2020 0:00,1,2,Rampart,266,1,20,M,H,SIDEWALK,201,IC,Invest Cont,Property Crimes
FLORENCE AV,33.9748,-118.2614,6/21/2020 0:00,6/21/2020 0:00,1200,12,77th Street,1259,1,21,M,H,STREET,308,IC,Invest Cont,Violent Crimes
800 N VAN NESS AV,34.085,-118.3157,6/21/2020 0:00,6/21/2020 0:00,130,6,Hollywood,677,2,0,X,X,STREET,109,AA,Adult Arrest,Crimes against Public Order
18900 INGOMAR ST,34.212,-118.5454,6/21/2020 0:00,6/21/2020 0:00,1600,10,West Valley,1001,2,43,F,H,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
WILMINGTON ST,33.9431,-118.2391,6/21/2020 0:00,6/21/2020 0:00,1930,18,Southeast,1827,1,24,M,H,LAUNDROMAT,106,IC,Invest Cont,Violent Crimes
3900 S FIGUEROA ST,34.014,-118.2827,6/21/2020 0:00,6/21/2020 0:00,430,3,Southwest,359,1,19,X,X,MINI-MART,400,IC,Invest Cont,Property Crimes
4600 W MELROSE AV,34.0864,-118.3059,6/21/2020 0:00,6/21/2020 0:00,2140,6,Hollywood,678,2,33,M,H,JEWELRY STORE,400,IC,Invest Cont,Violent Crimes
7600 S BROADWAY,33.9703,-118.2783,6/21/2020 0:00,6/21/2020 0:00,1,12,77th Street,1258,2,19,F,H,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
200 E 88TH ST,33.9572,-118.2717,6/21/2020 0:00,6/21/2020 0:00,2230,18,Southeast,1803,2,0,X,X,STREET,500,IC,Invest Cont,Other Crimes
1200 S GRAMERCY PL,34.0472,-118.313,6/21/2020 0:00,6/21/2020 0:00,320,20,Olympic,2062,2,26,F,H,SIDEWALK,400,AO,Adult Other,Violent Crimes
CENTRAL AV,33.9574,-118.2564,6/21/2020 0:00,6/21/2020 0:00,230,18,Southeast,1804,1,47,M,H,STREET,400,AO,Adult Other,Property Crimes
300 E 57TH ST,33.9907,-118.2701,6/21/2020 0:00,6/21/2020 0:00,950,13,Newton,1372,1,34,M,B,OTHER PREMISE,311,IC,Invest Cont,Violent Crimes
600 S MAIN ST,34.0453,-118.2499,6/21/2020 0:00,6/21/2020 0:00,400,1,Central,164,2,26,F,A,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Violent Crimes
700 E MARTIN LUTHER KING JR BL,34.0111,-118.2633,6/21/2020 0:00,6/21/2020 0:00,1550,13,Newton,1343,2,19,F,H,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Violent Crimes
9600 WOODMAN AV,34.2454,-118.4505,6/21/2020 0:00,6/21/2020 0:00,2100,19,Mission,1963,2,58,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Violent Crimes
AVALON BL,34.0114,-118.2624,6/21/2020 0:00,6/21/2020 0:00,1500,13,Newton,1343,2,40,F,H,STREET,302,IC,Invest Cont,Violent Crimes
7600 LAUREL CANYON BL,34.2121,-118.4021,6/22/2020 0:00,3/22/2020 0:00,1015,16,Foothill,1693,2,19,F,B,STREET,400,IC,Invest Cont,Violent Crimes
14900 SATICOY ST,34.2085,-118.4586,6/22/2020 0:00,6/19/2020 0:00,1600,9,Van Nuys,904,2,27,F,W,SINGLE FAMILY DWELLING,511,AO,Adult Other,Crimes against Public Order
NETTLETON ST,34.2249,-118.3644,6/22/2020 0:00,6/20/2020 0:00,1700,16,Foothill,1676,2,22,M,H,SIDEWALK,400,IC,Invest Cont,Violent Crimes
2400 W 74TH ST,33.9728,-118.3221,6/22/2020 0:00,6/21/2020 0:00,2100,12,77th Street,1252,2,29,F,B,DRIVEWAY,400,AO,Adult Other,Violent Crimes
WILSHIRE BL,34.0617,-118.3192,6/22/2020 0:00,6/21/2020 0:00,2040,7,Wilshire,749,2,48,F,B,SIDEWALK,400,AO,Adult Other,Violent Crimes
2400 W 74TH ST,33.9728,-118.3221,6/22/2020 0:00,6/21/2020 0:00,2130,12,77th Street,1252,2,33,F,B,YARD (RESIDENTIAL/BUSINESS),400,AO,Adult Other,Violent Crimes
1600 E 52ND ST,33.9957,-118.2456,6/22/2020 0:00,6/21/2020 0:00,1100,13,Newton,1367,1,69,M,B,SINGLE FAMILY DWELLING,500,IC,Invest Cont,Violent Crimes
PACIFIC COAST,33.7905,-118.2811,6/22/2020 0:00,6/21/2020 0:00,330,5,Harbor,514,1,25,F,H,"VEHICLE, PASSENGER/TRUCK",400,AO,Adult Other,Violent Crimes
500 W EL SEGUNDO BL,33.9201,-118.2868,6/22/2020 0:00,6/22/2020 0:00,1730,18,Southeast,1831,2,54,M,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Violent Crimes
300 E 2ND ST,34.0498,-118.24,6/22/2020 0:00,6/22/2020 0:00,532,1,Central,128,1,0,X,X,RESTAURANT/FAST FOOD,500,IC,Invest Cont,Property Crimes
7700 BONNER AV,34.2102,-118.3736,6/22/2020 0:00,6/22/2020 0:00,30,16,Foothill,1695,1,19,F,H,STREET,307,AA,Adult Arrest,Violent Crimes
3900 HILLCREST DR,34.017,-118.3477,6/22/2020 0:00,6/22/2020 0:00,2130,3,Southwest,362,2,29,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Violent Crimes
11300 S OLIVE ST,33.9316,-118.2795,6/22/2020 0:00,6/22/2020 0:00,45,18,Southeast,1842,2,22,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AA,Adult Arrest,Violent Crimes
200 E 118TH PL,33.9256,-118.2713,6/22/2020 0:00,6/22/2020 0:00,1210,18,Southeast,1862,1,56,F,B,SINGLE FAMILY DWELLING,102,AO,Adult Other,Violent Crimes
1600 S BRONSON AV,34.0432,-118.328,6/22/2020 0:00,6/22/2020 0:00,1800,7,Wilshire,778,2,58,M,H,SIDEWALK,500,IC,Invest Cont,Crimes against Public Order
9500 HOLMES AV,33.9501,-118.2408,6/22/2020 0:00,6/22/2020 0:00,1650,18,Southeast,1827,2,48,F,H,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Violent Crimes
20900 VANOWEN ST,34.1938,-118.5892,6/22/2020 0:00,6/22/2020 0:00,1515,21,Topanga,2157,2,48,M,W,PARKING LOT,400,AO,Adult Other,Violent Crimes
700 S FIGUEROA ST,34.0483,-118.2631,6/22/2020 0:00,6/22/2020 0:00,1855,1,Central,161,2,21,M,W,SHOPPING MALL (COMMON AREA),500,IC,Invest Cont,Violent Crimes
10600 S MAIN ST,33.9398,-118.2739,6/23/2020 0:00,4/10/2020 0:00,2100,18,Southeast,1832,2,23,M,H,STREET,400,IC,Invest Cont,Violent Crimes
100 S OCCIDENTAL BL,34.0693,-118.2811,6/23/2020 0:00,6/13/2020 0:00,2000,2,Rampart,233,2,33,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Violent Crimes
11200 DE GARMO AV,34.2736,-118.4145,6/23/2020 0:00,6/23/2020 0:00,2200,16,Foothill,1612,1,25,F,H,SINGLE FAMILY DWELLING,205,AO,Adult Other,Violent Crimes
1600 W 47TH ST,34.001,-118.3068,6/23/2020 0:00,6/23/2020 0:00,2200,12,77th Street,1203,2,47,F,H,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Violent Crimes
500 HAUSER BL,34.0662,-118.3506,6/23/2020 0:00,6/23/2020 0:00,1430,7,Wilshire,734,1,21,M,H,STREET,515,IC,Invest Cont,Property Crimes
900 W 85TH ST,33.9613,-118.2893,6/23/2020 0:00,6/23/2020 0:00,1330,12,77th Street,1267,1,27,M,B,SINGLE FAMILY DWELLING,221,IC,Invest Cont,Violent Crimes
18600 WELBY WY,34.1929,-118.5397,6/23/2020 0:00,6/23/2020 0:00,600,10,West Valley,1024,2,27,F,H,SINGLE FAMILY DWELLING,400,AA,Adult Arrest,Violent Crimes
6100 S VERMONT AV,33.9846,-118.2915,6/23/2020 0:00,6/23/2020 0:00,1440,12,77th Street,1239,2,52,F,H,PARKING LOT,113,IC,Invest Cont,Crimes against Public Order
10800 SANTA MONICA BL,34.0492,-118.4394,6/23/2020 0:00,6/23/2020 0:00,1730,8,West LA,855,2,59,F,B,STREET,400,IC,Invest Cont,Violent Crimes
200 E MARTIN LUTHER KING JR BL,34.0112,-118.2716,6/23/2020 0:00,6/23/2020 0:00,2115,13,Newton,1354,1,0,X,X,PARKING LOT,109,IC,Invest Cont,Property Crimes
700 S ALVARADO ST,34.056,-118.2771,6/23/2020 0:00,6/23/2020 0:00,1620,2,Rampart,265,1,38,M,H,CELL PHONE STORE,512,IC,Invest Cont,Violent Crimes
16900 W VENTURA BL,34.1593,-118.5011,6/23/2020 0:00,6/23/2020 0:00,733,10,West Valley,1077,1,47,M,H,MINI-MART,500,AA,Adult Arrest,Violent Crimes
13000 HUBBARD ST,34.3077,-118.4133,6/23/2020 0:00,6/23/2020 0:00,1200,19,Mission,1908,2,80,F,H,SINGLE FAMILY DWELLING,400,AA,Adult Arrest,Violent Crimes
43RD ST,34.0057,-118.3301,6/23/2020 0:00,6/23/2020 0:00,2230,3,Southwest,393,1,59,M,B,SIDEWALK,307,AA,Adult Arrest,Violent Crimes
200 N LARCHMONT BL,34.075,-118.3236,6/23/2020 0:00,6/23/2020 0:00,1330,7,Wilshire,729,1,54,F,W,SINGLE FAMILY DWELLING,400,AO,Adult Other,Violent Crimes
1600 W 47TH ST,34.001,-118.3068,6/23/2020 0:00,6/23/2020 0:00,2200,12,77th Street,1203,2,25,F,H,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Violent Crimes
300 S FIGUEROA ST,34.0542,-118.2566,6/23/2021 0:00,8/15/2020 0:00,2300,1,Central,141,2,34,F,H,HOTEL,400,IC,Invest Cont,Violent Crimes
1700 WHITLEY AV,34.1016,-118.3333,6/24/2020 0:00,3/5/2020 0:00,1600,6,Hollywood,636,1,33,M,O,MOTEL,400,IC,Invest Cont,Violent Crimes
7TH,34.0407,-118.2468,6/24/2020 0:00,4/11/2020 0:00,300,1,Central,166,1,47,F,B,SIDEWALK,200,IC,Invest Cont,Violent Crimes
7100 RESEDA BL,34.1993,-118.536,6/24/2020 0:00,6/3/2020 0:00,1900,10,West Valley,1025,2,62,M,O,SIDEWALK,400,AO,Adult Other,Violent Crimes
6300 W SUNSET BL,34.0987,-118.3337,6/24/2020 0:00,6/19/2020 0:00,1600,6,Hollywood,646,1,0,X,X,SPECIALTY SCHOOL/OTHER,500,IC,Invest Cont,Property Crimes
6700 LAUREL CANYON BL,34.2003,-118.4002,6/24/2020 0:00,6/21/2020 0:00,2100,15,N Hollywood,1503,1,54,M,O,GAS STATION,212,IC,Invest Cont,Violent Crimes
3RD ST,34.0642,-118.257,6/24/2020 0:00,6/21/2020 0:00,1,2,Rampart,238,1,19,M,H,STREET,400,IC,Invest Cont,Violent Crimes
3200 MOTOR AV,34.031,-118.411,6/24/2020 0:00,6/22/2020 0:00,100,8,West LA,895,2,14,F,B,HIGH SCHOOL,400,AO,Adult Other,Violent Crimes
4700 JANET PL,34.1345,-118.222,6/24/2020 0:00,6/23/2020 0:00,1800,11,Northeast,1113,2,34,F,H,DRIVEWAY,400,AO,Adult Other,Violent Crimes
LAUREL CANYON,34.1585,-118.3965,6/24/2020 0:00,6/23/2020 0:00,1400,15,N Hollywood,1544,2,36,F,W,STREET,400,IC,Invest Cont,Violent Crimes
GLENDALE BL,34.0858,-118.2599,6/24/2020 0:00,6/23/2020 0:00,1445,11,Northeast,1172,1,25,M,H,SIDEWALK,106,IC,Invest Cont,Violent Crimes
500 N LA BREA AV,34.0846,-118.3464,6/24/2020 0:00,6/23/2020 0:00,630,7,Wilshire,705,2,63,F,B,NURSING/CONVALESCENT/RETIREMENT HOME,400,AO,Adult Other,Violent Crimes
HILL ST,34.0591,-118.2412,6/24/2020 0:00,6/23/2020 0:00,1500,1,Central,111,2,22,F,H,SIDEWALK,400,IC,Invest Cont,Violent Crimes
6300 QUEBEC DR,34.1133,-118.3256,6/24/2020 0:00,6/23/2020 0:00,2100,6,Hollywood,626,1,26,M,H,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Property Crimes
5500 HAROLD WY,34.0993,-118.3092,6/24/2020 0:00,6/24/2020 0:00,1250,6,Hollywood,648,2,23,F,H,STREET,304,IC,Invest Cont,Violent Crimes
700 S GAFFEY ST,33.7374,-118.2923,6/24/2020 0:00,6/24/2020 0:00,1430,5,Harbor,565,1,0,X,X,OTHER STORE,400,IC,Invest Cont,Property Crimes
5700 HOLLYWOOD BL,34.1038,-118.3151,6/24/2020 0:00,6/24/2020 0:00,2315,6,Hollywood,638,1,17,M,B,OTHER BUSINESS,500,AA,Adult Arrest,Violent Crimes
18300 NAPA ST,34.2265,-118.5339,6/24/2020 0:00,6/24/2020 0:00,2115,17,Devonshire,1794,2,44,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Violent Crimes
REDONDO BL,34.0451,-118.3504,6/24/2020 0:00,6/24/2020 0:00,930,7,Wilshire,773,1,71,M,H,STREET,212,AA,Adult Arrest,Violent Crimes
2100 W SLAUSON AV,33.9891,-118.3158,6/24/2020 0:00,6/24/2020 0:00,1420,12,77th Street,1233,2,37,M,B,,400,IC,Invest Cont,Violent Crimes
5200 W CENTURY BL,33.949,-118.3744,6/24/2020 0:00,6/24/2020 0:00,1440,14,Pacific,1489,2,0,X,X,HOTEL,400,IC,Invest Cont,Property Crimes
100 E ADAMS BL,34.0247,-118.2682,6/24/2020 0:00,6/24/2020 0:00,1700,13,Newton,1331,2,33,F,H,OTHER/OUTSIDE,400,IC,Invest Cont,Violent Crimes
7600 BALBOA BL,34.2084,-118.5012,6/24/2020 0:00,6/24/2020 0:00,2330,10,West Valley,1008,1,55,M,H,SINGLE FAMILY DWELLING,508,AA,Adult Arrest,Violent Crimes
600 ROSE AV,33.9991,-118.4721,6/24/2020 0:00,6/24/2020 0:00,1715,14,Pacific,1414,2,46,F,H,SIDEWALK,511,AA,Adult Arrest,Violent Crimes
VERMONT AV,33.9698,-118.2914,6/24/2020 0:00,6/24/2020 0:00,130,12,77th Street,1257,1,45,M,H,STREET,500,IC,Invest Cont,Violent Crimes
HOOVER ST,34.0508,-118.2842,6/24/2020 0:00,6/24/2020 0:00,1730,20,Olympic,2069,1,33,M,W,PARKING LOT,307,AO,Adult Other,Violent Crimes
CENTURY,33.9456,-118.2652,6/24/2020 0:00,6/24/2020 0:00,2015,18,Southeast,1823,1,44,M,B,STREET,400,AO,Adult Other,Property Crimes
1500 S BEVERLY DR,34.0495,-118.3953,6/25/2020 0:00,4/28/2020 0:00,200,8,West LA,857,1,38,F,O,GARAGE/CARPORT,500,IC,Invest Cont,Property Crimes
1200 N VERMONT AV,34.0932,-118.2939,6/25/2020 0:00,5/24/2020 0:00,1000,11,Northeast,1163,2,37,F,H,SINGLE FAMILY DWELLING,511,AO,Adult Other,Crimes against Public Order
2200 S BEVERLY GLEN BL,34.05,-118.4202,6/25/2020 0:00,6/5/2020 0:00,1800,8,West LA,847,1,60,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,IC,Invest Cont,Property Crimes
5600 PACKARD ST,34.0518,-118.3583,6/25/2020 0:00,6/20/2020 0:00,2300,7,Wilshire,753,2,49,M,W,SINGLE FAMILY DWELLING,511,AO,Adult Other,Crimes against Public Order
900 W 25TH ST,33.7216,-118.2969,6/25/2020 0:00,6/23/2020 0:00,2130,5,Harbor,585,2,22,F,H,SINGLE FAMILY DWELLING,511,AO,Adult Other,Crimes against Public Order
800 S OLIVE ST,34.0437,-118.2582,6/25/2020 0:00,6/24/2020 0:00,1600,1,Central,162,2,17,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Violent Crimes
700 W SEPULVEDA ST,33.7456,-118.2923,6/25/2020 0:00,6/24/2020 0:00,2230,5,Harbor,555,2,16,F,H,YARD (RESIDENTIAL/BUSINESS),400,IC,Invest Cont,Crimes against Persons
4200 VERDUGO RD,34.1271,-118.2321,6/25/2020 0:00,6/25/2020 0:00,1800,11,Northeast,1112,2,44,M,W,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Violent Crimes
400 E 68TH ST,33.9779,-118.2681,6/25/2020 0:00,6/25/2020 0:00,1050,13,Newton,1395,2,30,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,IC,Invest Cont,Crimes against Public Order
2900 HAUSER BL,34.0271,-118.3648,6/25/2020 0:00,6/25/2020 0:00,1450,3,Southwest,311,2,35,F,B,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Violent Crimes
6900 FULTON AV,34.1961,-118.4225,6/25/2020 0:00,6/25/2020 0:00,800,15,N Hollywood,1521,2,49,F,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AA,Adult Arrest,Violent Crimes
1600 S HOPE ST,34.036,-118.268,6/25/2020 0:00,6/25/2020 0:00,2010,1,Central,192,1,26,M,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200,AA,Adult Arrest,Violent Crimes
9400 S WESTERN AV,33.9495,-118.309,6/25/2020 0:00,6/25/2020 0:00,1745,12,77th Street,1283,1,51,M,H,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",216,IC,Invest Cont,Violent Crimes
5500 GEER ST,34.0301,-118.3636,6/25/2020 0:00,6/25/2020 0:00,1830,3,Southwest,311,2,16,F,H,STREET,400,IC,Invest Cont,Violent Crimes
1500 COLORADO BL,34.1393,-118.1985,6/25/2020 0:00,6/25/2020 0:00,1830,11,Northeast,1119,2,68,M,W,OTHER BUSINESS,400,AA,Adult Arrest,Violent Crimes
4000 URSULA AV,34.0127,-118.3525,6/25/2020 0:00,6/25/2020 0:00,1021,3,Southwest,361,2,20,M,H,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Violent Crimes
COMPTON,33.9358,-118.2463,6/25/2020 0:00,6/25/2020 0:00,1305,18,Southeast,1837,1,26,F,H,STREET,400,AA,Adult Arrest,Property Crimes
21600 ERWIN ST,34.1829,-118.6002,6/25/2020 0:00,6/25/2020 0:00,1740,21,Topanga,2156,2,50,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",306,AA,Adult Arrest,Violent Crimes
400 CORONADO TR,34.0721,-118.2723,6/25/2020 0:00,6/25/2020 0:00,1100,2,Rampart,216,2,20,F,B,"PORCH, RESIDENTIAL",400,AO,Adult Other,Violent Crimes
14300 W RIVERSIDE DR,34.1576,-118.4443,6/25/2020 0:00,6/25/2020 0:00,1845,9,Van Nuys,964,1,66,F,W,SINGLE FAMILY DWELLING,400,AA,Adult Arrest,Property Crimes
11600 NORRIS AV,34.2806,-118.4271,6/25/2020 0:00,6/25/2020 0:00,1800,16,Foothill,1611,1,0,M,H,STREET,102,IC,Invest Cont,Violent Crimes
GAVINA AV,34.3218,-118.4054,6/25/2020 0:00,6/25/2020 0:00,210,19,Mission,1909,2,41,F,W,STREET,400,AO,Adult Other,Violent Crimes
4900 CAMPO RD,34.1573,-118.5994,6/25/2020 0:00,6/25/2020 0:00,830,21,Topanga,2187,2,40,F,W,SINGLE FAMILY DWELLING,500,AO,Adult Other,Violent Crimes
2400 W 54TH ST,33.9932,-118.3198,6/25/2020 0:00,6/25/2020 0:00,1445,12,77th Street,1211,2,25,F,W,ALLEY,400,AO,Adult Other,Violent Crimes
13700 BERG ST,34.3149,-118.4336,6/25/2020 0:00,6/25/2020 0:00,430,19,Mission,1905,2,48,M,H,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Violent Crimes
65TH ST,33.9806,-118.2827,6/25/2020 0:00,6/25/2020 0:00,1815,12,77th Street,1249,2,0,M,X,STREET,400,AO,Adult Other,Violent Crimes
1300 W CARSON ST,33.8315,-118.3,6/25/2020 0:00,6/25/2020 0:00,945,5,Harbor,506,1,53,M,H,PARKING LOT,302,AA,Adult Arrest,Property Crimes
11900 HOYT ST,34.2834,-118.3966,6/25/2020 0:00,6/25/2020 0:00,1615,16,Foothill,1605,2,50,M,H,YARD (RESIDENTIAL/BUSINESS),400,AO,Adult Other,Violent Crimes
400 CORONADO TR,34.0721,-118.2723,6/25/2020 0:00,6/25/2020 0:00,1000,2,Rampart,216,2,19,M,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Violent Crimes
HILLROSE ST,34.2633,-118.3008,6/25/2020 0:00,6/25/2020 0:00,1635,16,Foothill,1637,1,16,M,H,STREET,400,IC,Invest Cont,Property Crimes
SUNSET,34.0931,-118.2983,6/26/2020 0:00,6/24/2020 0:00,1400,11,Northeast,1161,1,49,M,B,STREET,400,IC,Invest Cont,Property Crimes
400 E 68TH ST,33.9779,-118.2681,6/26/2020 0:00,6/25/2020 0:00,1530,13,Newton,1395,2,45,F,W,SINGLE FAMILY DWELLING,400,IC,Invest Cont,Violent Crimes
5600 FERNWOOD AV,34.0958,-118.311,6/26/2020 0:00,6/25/2020 0:00,1930,6,Hollywood,668,2,22,F,H,OTHER BUSINESS,511,IC,Invest Cont,Crimes against Public Order
14700 GREENLEAF ST,34.1491,-118.4543,6/26/2020 0:00,6/25/2020 0:00,2230,9,Van Nuys,984,1,30,M,W,STREET,500,IC,Invest Cont,Violent Crimes
6600 ALCOVE AV,34.1903,-118.4128,6/26/2020 0:00,6/26/2020 0:00,1250,15,N Hollywood,1512,2,39,F,W,SINGLE FAMILY DWELLING,511,AA,Adult Arrest,Crimes against Public Order
900 W 47TH ST,34.0006,-118.2897,6/26/2020 0:00,6/26/2020 0:00,1245,12,77th Street,1207,2,20,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,AO,Adult Other,Crimes against Public Order
1500 W 46TH ST,34.0019,-118.3034,6/26/2020 0:00,6/26/2020 0:00,2140,12,77th Street,1204,2,28,F,H,STREET,400,IC,Invest Cont,Violent Crimes
20900 VENTURA BL,34.1664,-118.5882,6/26/2020 0:00,6/26/2020 0:00,200,21,Topanga,2187,1,33,M,W,OTHER BUSINESS,102,AO,Adult Other,Violent Crimes
2600 ORCHARD AV,34.0303,-118.2874,6/26/2020 0:00,6/26/2020 0:00,1530,3,Southwest,327,1,38,M,H,SINGLE FAMILY DWELLING,205,AA,Adult Arrest,Violent Crimes
35TH PL,34.0237,-118.3089,6/26/2020 0:00,6/26/2020 0:00,1845,3,Southwest,356,1,49,F,B,STREET,400,IC,Invest Cont,Property Crimes
1000 W 24TH ST,34.0334,-118.2821,6/26/2020 0:00,6/26/2020 0:00,1820,3,Southwest,308,2,54,F,H,"PORCH, RESIDENTIAL",400,IC,Invest Cont,Violent Crimes
7700 W 91ST ST,33.9568,-118.429,6/26/2020 0:00,6/26/2020 0:00,1500,14,Pacific,1483,2,31,F,W,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,AO,Adult Other,Violent Crimes
1000 E 53RD ST,33.9943,-118.2582,6/26/2020 0:00,6/26/2020 0:00,1,13,Newton,1373,1,23,F,B,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,IC,Invest Cont,Violent Crimes
500 S HOBART BL,34.0636,-118.3053,6/26/2020 0:00,6/26/2020 0:00,520,20,Olympic,2024,1,0,X,X,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,IC,Invest Cont,Property Crimes
KANSAS AV,33.977,-118.2937,6/26/2020 0:00,6/26/2020 0:00,1630,12,77th Street,1245,1,22,F,H,STREET,400,AA,Adult Arrest,Property Crimes
